Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
1422839552,GNX4406,NY,PAS,06/17/2017,14,SDN,TOYOT,P,41040,65690,0,20180429,109,109,109,959476,0109,0000,0225A,,Q,,,CRYDERS LANE,UTOPIA PKWY,0,408,E3,,YYYYYYY,1000P,0500A,GY,0,2007,-,0,,,,,
8504865927,XCRA81,NJ,PAS,04/17/2017,38,DELV,HIN,T,32685,14910,24290,20170088,0001,1,1,358235,T105,D,0403P,,NY,F,175,Varick St,,0,408,h1,,Y,0900A,0700P,WHITE,,0,,0,041,38-Failure to Display Muni Rec,,,
4626703756,T66ACG,NJ,PAS,11/14/2016,36,WAGO,LEXUS,V,0,0,0,0,,0,0,0,,,0734A,,BX,,,SB CASTLE HILL AVE @,GLOVER ST,0,1180,B,T,,,,GY,,2010,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
5092583710,GPP7411,NY,PAS,07/17/2016,7,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,0137P,,BK,,,EB 65TH ST @ 16TH AV,E,0,1111,D,T,,,,GY,,2005,,0,,FAILURE TO STOP AT RED LIGHT,,,
8471674920,HJZ7445,NY,PAS,01/17/2017,46,4DSD,NS/OT,T,0,0,0,20180724,0049,49,49,362174,T201,E,1101A,,BX,I,W,Cruger Ave,15ft N/of Bronxdale,0,408,f1,,,,,WHITE,,2016,,0,01,46A-Double Parking (Non-COM),,,
7948399811,HLW5452,NY,PAS,10/20/2016,38,SUBN,HONDA,T,20390,14010,22890,20161112,0007,7,7,363098,Manh,H,0201P,,NY,O,13,Essex St,,0,408,h1,,Y,0900A,0700P,WHITE,,2016,,0,66 1,38-Failure to Display Muni Rec,,,
8527218434,40543CE,MD,PAS,06/09/2017,38,4DSD,BMW,T,77150,8320,14820,20180588,0049,49,49,363945,T201,D,0128P,,BX,O,2722,White Plains Rd,,0,408,h1,,Y,0830A,0700P,WHITE,,0,,0,11,38-Failure to Display Muni Rec,,,
8277046595,PRZ1866,MN,PAS,10/22/2016,46,DELV,INTER,T,21350,30800,29940,88880088,0001,1,1,362224,Manh,D,0750A,,NY,O,100,Gold St,,0,408,F1,,,,,WHITE,,0,,0,024,46B-Double Parking (Com-100Ft),,,
8537966150,DKJ2980,NY,PAS,05/22/2017,21,SUBN,VOLKS,T,20530,68930,31830,20171102,0084,84,84,358630,T301,C,0849A,,K,F,122,Bond St,,0,408,d1,,Y,0830A,1000A,GY,,2003,,0,01,21-No Parking (street clean),,,
8221525650,GGY3423,NY,PAS,07/21/2016,37,SUBN,ROVER,T,0,40404,40404,20170811,114,114,114,357800,T401,G,0119P,0112P,Q,I,,Broadway / 31st Lot,,0,408,h1,,Y,0800A,1000P,BL,,2007,459-3001,0,26 4,37-Expired Muni Meter,,,
8251036630,V58GPM,NJ,PAS,11/01/2016,9,SEDN,TOYOT,T,33590,32590,0,88888888,0001,1,1,361375,T105,C,0533P,,NY,X,,Watts St,Thompson St,0,408,e1,,,,,GREY,,0,,0,050,09-Blocking the Box,,,
8518110142,U31EVL,NJ,PAS,05/31/2017,20,4DSD,NISSA,T,31190,36870,36910,88880088,0030,30,30,352992,T103,M,0115P,,NY,O,930,St Nicholas Ave,,0,408,d,,YYYYYYY,,,BLACK,,0,,0,CCC,20A-No Parking (Non-COM),,,
8549911380,AVX5334,NY,PAS,06/27/2017,37,4DSD,CHEVR,T,35480,38930,14280,20171101,0070,70,70,349839,T302,B,1140A,1130A,K,F,1313,E 15th St,,0,408,h1,,YYYYY,0900A,0700P,GY,,2007,331-3040,0,05,37-Expired Muni Meter,,,
7602072157,GXB1134,NY,PAS,03/27/2017,14,SUBN,CHEVR,T,76950,33320,26340,20170505,0040,40,40,338793,T720,D,0337P,,BX,O,729,Westchester Ave,,0,408,c,,YYYYY,0700A,0600P,TN,,2007,,0,C,14-No Standing,,,
1259451884,EX4014,NC,PAS,12/17/2016,42,SUBN,DODGE,P,17270,23390,10210,0,0009,9,101,363983,T101,0000,0246P,,NY,F,140,E 14 ST,,0,408,I4,,YYYYYYB,0500A,1000P,WH,0,0,-,0,,,,,
4628909647,T629033C,NY,OMT,01/03/2017,36,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,0911A,,BK,,,WB 65TH ST @ 16TH AV,E,0,1180,B,T,,,,WH,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
1411847854,HFT6509,NY,PAS,11/23/2016,40,SDN,CHEVR,P,16430,30630,77030,20170930,0062,62,62,944321,0062,0000,0505A,,K,F,308,BAY20 ST,,0,408,J3,,BBBBBBB,ALL,ALL,GRAY,0,2016,-,0,,,,,
7704261241,HAP9686,NY,PAS,12/13/2016,38,SUBN,JEEP,T,8630,6380,6480,20170722,0066,66,66,364831,T302,I,0124P,,K,F,1305,41st St,,0,408,h1,,YYYYY,0900A,0700P,WH,,2015,,0,01 3,38-Failure to Display Muni Rec,,,
7693520983,JHW2549,PA,PAS,11/04/2016,21,4DSD,KIA,T,36380,0,0,20170688,0067,67,67,354111,T302,M,0830A,,K,I,E,E 35th St,35ft N/of Lenox Rd,0,408,d1,,Y  Y,0800A,0930A,WHITE,,0,,0,C 32,21-No Parking (street clean),,,
1418155603,K25DDY,NJ,PAS,01/03/2017,21,SDN,TOYOT,S,0,40404,40404,0,0072,72,0,540172,KS07,0000,0951A,,K,F,140,29 TH STREET,,0,408,D1,,BYBBBBB,0930A,1100A,WHITE,0,0,-,0,,,,,
8567101852,CSM2685,NY,PAS,05/10/2017,21,4DSD,NISSA,T,0,0,0,20171221,112,112,112,359296,T402,N,0810A,,Q,F,97-08,Queens Blvd,,0,408,d1,,Y,0800A,0830A,GL,,1998,,0,K,21-No Parking (street clean),,,
8234568206,GKX1614,NY,PAS,11/08/2016,71,4DSD,NISSA,T,43130,27040,27050,20171020,105,105,105,354051,T402,L,0953A,,Q,F,22420,Edgewood Ave,,0,408,j6,,YYYYYYY,,,GY,,2001,,0,O 42,71A-Insp Sticker Expired (NYS),,,
8254047390,GUG7491,NY,PAS,12/29/2016,37,PICK,DODGE,T,37290,16490,29490,20181102,110,110,110,364873,T401,P,0422P,0346P,Q,F,79-01,Broadway,,0,408,h1,,Y,0830A,0700P,BK,,2013,441-3068,0,12 4,37-Expired Muni Meter,,,
8490169585,AXL9617,NY,PAS,02/27/2017,37,SUBN,DODGE,T,5580,11280,5430,20170924,0068,68,68,365310,T302,Y,0148P,0121P,K,O,9407,5th Ave,,0,408,h1,,Y,0830A,0700P,BL,,2006,309-1519,0,21,37-Expired Muni Meter,,,
8339549819,HEA6964,NY,PAS,10/25/2016,38,4DSD,HONDA,T,17070,0,0,20180211,0007,7,7,362626,T101,D,1255P,,NY,I,S,E 4th St,25ft W/of 1st Ave,0,408,h1,,Y,0900A,0700P,BK,,2015,,0,62 1,38-Failure to Display Muni Rec,,,
8107024655,77931JY,NY,COM,09/27/2016,14,VAN,WORKH,T,34430,10410,13610,88888888,0014,14,14,345238,T102,C,0737A,,NY,O,10,W 33rd St,,0,408,c,,YYYYYYY,,,BROWN,,2008,,0,16 6,14-No Standing,,,
7490381940,HKM2563,NY,PAS,02/25/2017,38,4DSD,HONDA,T,18040,0,0,20170903,103,103,103,353158,T402,G,0244P,,Q,I,N,89th Ave,25ft E/of 165th St,0,408,h1,,Y,0830A,0700P,GY,,2003,,0,15,38-Failure to Display Muni Rec,,,
8533961480,HJX7415,NY,PAS,03/29/2017,20,4DSD,NISSA,T,94730,31530,81930,20190302,0083,83,83,347607,T301,L,0843A,,K,F,110,Wyckoff Ave,,0,408,d,,YYYYYYY,,,GY,,2009,,0,O,20A-No Parking (Non-COM),,,
4626180565,617912,NY,PAS,11/01/2016,36,SUBN,MAZDA,V,0,0,0,0,,0,0,0,,,1040A,,ST,,,WB VICTORY BLVD @ BR,ENTON PL,0,1180,B,T,,,,RD,,2010,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8395500476,BAW5536,NY,PAS,07/23/2016,38,SUBN,HONDA,T,10880,5430,5580,20180210,0068,68,68,361800,T302,H,1233P,,K,F,467,86th St,,0,408,h1,,Y,0900A,0700P,RD,,2014,,0,21 3,38-Failure to Display Muni Rec,,,
8496251998,HPW3010,NY,PAS,05/16/2017,70,4DSD,HYUND,T,35530,11710,13610,88880088,0020,20,20,357701,T103,FF,0332P,,NY,O,208,W 88th St,,0,408,j3,,YYYYYYY,,,BLUE,,0,,0,53,70-Reg. Sticker Missing (NYS),,,
8535809170,44188MG,NY,COM,05/06/2017,71,VAN,FORD,T,0,0,0,20170416,0073,73,73,364025,T301,H,0214P,,K,O,134,Osborn St,,0,408,j6,,YYYYYYY,,,GY,,1997,,0,28,71A-Insp Sticker Expired (NYS),,,
8505404117,N40FMA,NJ,PAS,01/26/2017,9,4DSD,TOYOT,T,33590,32590,0,88880088,0001,1,1,358117,T105,E,0556P,,NY,X,,Watts St,Thompson St,0,408,e1,,YYYYYYY,,,OTHER,,0,,0,R,09-Blocking the Box,,,
8532811978,MOMDUKE1,NY,SRF,05/04/2017,21,4DSD,NISSA,T,39230,34330,64530,20171013,0075,75,75,350428,T301,M,0937A,,K,F,618,Elton St,,0,408,d1,,Y  Y,0900A,1030A,RD,,2005,,0,X,21-No Parking (street clean),,,
4631160974,ZETA89,NY,ORG,03/01/2017,36,SUBN,BMW,V,0,0,0,0,,0,0,0,,,1224P,,QN,,,WB NORTHERN BLVD @ 1,12TH ST,0,1180,B,T,,,,BK,,2011,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8505451533,79316MG,NY,COM,01/23/2017,42,VAN,NISSA,T,30650,26010,13590,20181130,0001,1,1,355208,T105,D,0107P,,NY,F,26,S William St,,0,408,h1,,YYYYY,0700A,0700P,WH,,2016,148-3053,0,060,42-Exp. Muni-Mtr (Com. Mtr. Z),,,
8036745318,FXK3874,NY,PAS,10/18/2016,38,SUBN,CHRYS,T,38030,0,0,20180402,0069,69,69,358854,T302,H,0449P,,K,I,N,E 95th St,15ft E/of Avenue L,0,408,h1,,Y,0900A,0700P,GL,,1998,,0,28 3,38-Failure to Display Muni Rec,,,
4630991384,FHE5214,NY,PAS,02/17/2017,36,SUBN,INFIN,V,0,0,0,0,,0,0,0,,,0950A,,BK,,,NB NOSTRAND AVE @ AV,E L,0,1180,B,T,,,,BL,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8477555230,51728MG,NY,COM,01/26/2017,19,VAN,ME/BE,T,10910,34550,34570,20181031,0018,18,18,352036,T102,X,1152A,,NY,F,529,9th Ave,,0,408,c3,,YYYYYYY,,,WHITE,,2014,,0,99,19-No Stand (bus stop),,,
7896157676,34889BB,NY,OMR,07/19/2016,24,BUS,NS/OT,T,34510,0,0,20170228,0010,10,10,353486,T106,A,1016A,,NY,I,S,W 37th St,200ft E/of 11th Ave,0,408,d5,,YYYYYYY,,,WHITE,,0,,0,B 17,24-No Parking (exc auth veh),,,
8529280829,XZ109X,NJ,PAS,06/23/2017,20,DELV,INTER,T,0,0,0,88880088,0046,46,46,364891,T201,B,1027A,,BX,I,S,E 187th St,20ft W/of Ryer Ave,0,408,d,,YYYYY,0800A,0600P,WHITE,,0,,0,03,20-No Parking (Com Plate),,,
8369049424,S650ZF,NY,PAS,03/22/2017,40,SUBN,NISSA,T,15150,15290,35780,20171102,107,107,107,330743,T402,N,0619A,,Q,F,14117,72nd Cres,,0,408,e2,,YYYYYYY,,,GY,,2015,,0,G,40-Fire Hydrant,,,
4634985305,HJE7427,NY,PAS,06/09/2017,36,SUBN,LEXUS,V,10350,40404,40404,0,,0,0,0,,,1153A,,BK,,,WB 4TH AVE @ 41ST ST,,0,1180,B,T,,,,WH,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8529354618,GXW9679,NY,PAS,03/22/2017,71,SUBN,HONDA,T,63820,12550,12550,20170624,0052,52,52,363474,T201,K,0501P,,BX,F,2629,Sedgwick Ave,,0,408,j6,,YYYYYYY,,,GY,,2005,,0,43,71A-Insp Sticker Expired (NYS),,,
8562853781,EXM4736,NY,PAS,06/01/2017,71,4DSD,TOYOT,T,14810,20390,20590,20180203,112,112,112,355123,T402,A,0747A,,Q,F,11027,70th Rd,,0,408,j6,,YYYYYYY,,,BK,,2010,,0,05,71A-Insp Sticker Expired (NYS),,,
7035230464,HQGE27,FL,PAS,05/16/2017,14,4DSD,NISSA,T,42490,6990,7440,20171188,115,115,115,330293,T740,C,0934A,,Q,F,104-04,Ditmars Blvd,,0,408,c,,YYYYYYY,,,BLACK,,0,,0,06,14-No Standing,,,
7819473551,GYV5546,NY,PAS,11/30/2016,21,4DSD,TOYOT,T,54580,0,0,20170529,107,107,107,355205,T402,L,1112A,,Q,I,E,Main St,150ft N/of Manton St,0,408,d1,,Y,1030A,1200A,RD,,2015,,0,H 42,21-No Parking (street clean),,,
8300051065,CF782B,NY,PAS,09/28/2016,74,2DSD,SAAB,T,67830,22030,22080,88888888,0061,61,61,333042,T302,M,0939A,,K,F,618,Oceanview Ave,,0,408,j2,,,,,BLUE,,0,,0,41 3,74A-Improperly Displayed Plate,,,
8554802070,HDY2534,NY,PAS,05/05/2017,21,CONV,MINI,T,0,0,0,20180401,110,110,110,357710,T401,A,1001A,,Q,F,104-20,51st Ave,,0,408,d1,,Y,0930A,1100A,RD,,2015,,0,51-A,21-No Parking (street clean),,,
8487029231,FTH5365,NY,PAS,03/01/2017,71,PICK,GMC,T,26185,0,0,20171030,111,111,111,331832,T401,M,0735A,,Q,I,E,208th Pl,160ft S/of 15th Rd,0,408,j6,,YYYYYYY,,,BK,,2011,,0,X,71A-Insp Sticker Expired (NYS),,,
8404039161,GRJ7918,NY,PAS,01/22/2017,14,SUBN,JEEP,T,24465,0,0,20180706,0063,63,63,363060,T302,P,0123P,,K,I,N,Campus Rd,1ft E/of E 27th St,0,408,c,,YYYYYYY,,,BK,,2006,,0,16,14-No Standing,,,
5094389361,GVD4463,NY,PAS,11/18/2016,7,SUBN,DODGE,V,0,0,0,0,,0,0,0,,,0215P,,BK,,,ATLANTIC AVE (W/B) @,PENNSYLVANIA AVE,0,1111,D,T,,,,WH,,2015,,0,,FAILURE TO STOP AT RED LIGHT,,,
8505275585,AT614K,NJ,PAS,05/09/2017,14,DELV,FRUEH,T,0,0,0,88880088,0001,1,1,362606,T105,E,0807A,,NY,F,111A,Nassau St,,0,408,c,,YYYYYYY,,,WHITE,,0,,0,002,14-No Standing,,,
8290561519,GXY7411,NY,PAS,09/01/2016,21,4DSD,TOYOT,T,24980,23980,12550,20170819,0045,45,45,355598,T202,N,0747A,,BX,F,145,Dreiser Loop,,0,408,d1,,Y,0730A,0800A,TN,,2007,,0,I 22,21-No Parking (street clean),,,
8515310028,55738JX,NY,COM,04/05/2017,38,VAN,CHEVR,T,10210,18510,18530,20180331,0019,19,19,362167,T103,F,0907A,,NY,O,1334,3rd Ave,,0,408,h1,,Y,0900A,0700P,BL,,2008,,0,25,38-Failure to Display Muni Rec,,,
8524304467,T683215C,NY,OMT,04/04/2017,24,SUBN,TOYOT,T,77150,28290,28320,20170930,0047,47,47,357371,T201,S,0740A,,BX,O,3910,White Plains Rd,,0,408,d5,,YYYYY,1200A,1200A,BK,,2015,,0,B,24-No Parking (exc auth veh),,,
8563057017,EUM4015,NY,PAS,06/03/2017,21,SUBN,KIA,T,59990,13990,14140,88880088,112,112,112,340127,T402,N,0736A,,Q,O,100-15,Queens Blvd,,0,408,d1,,Y,0730A,0800A,GREEN,,0,,0,K,21-No Parking (street clean),,,
8492757802,HBS7827,NY,PAS,02/04/2017,71,4DSD,NISSA,T,45590,0,0,20180103,0019,19,19,364865,T103,R,0401P,,NY,I,E,York Ave,70ft S/of E 68th St,0,408,j6,,YYYYYYY,,,GY,,2007,,0,CC1,71A-Insp Sticker Expired (NYS),,,
7773516261,GFZ2787,NY,PAS,11/22/2016,46,4DSD,HONDA,T,0,0,0,20170428,0047,47,47,340075,T201,D,0848A,,BX,I,N,Mace Ave,080ft E/of Matthews,0,408,f1,,,,,GY,,2006,,0,K 21,46A-Double Parking (Non-COM),,,
8474003593,HKE3900,NY,PAS,10/23/2016,14,4DSD,HONDA,T,71230,0,0,20161127,0052,52,52,344775,Bron,X,0631A,,BX,I,E,Van Cortlandt Ave,5ft S/of Mosholu Pky,0,408,c,,YYYYYYY,,,WHITE,,2013,,0,01 2,14-No Standing,,,
1417067706,531GAJ,NJ,PAS,10/23/2016,14,SDN,NISSA,P,31130,13450,13430,20191231,0088,88,88,937691,0088,0000,0510P,,K,O,373,CUMBERLAND ST,,0,408,C3,,BBBBBBB,ALL,ALL,GREY,0,0,-,0,,,,,
7661474487,8CE6308,MD,PAS,10/17/2016,20,4DSD,INFIN,T,36530,10610,10810,20180288,0032,32,32,345560,T103,A,0643A,,NY,F,205,W 138th St,,0,408,d,,YYYYYYY,,,GREY,,0,,0,I 77,20A-No Parking (Non-COM),,,
8557155165,GUY4735,NY,PAS,05/19/2017,14,SUBN,NISSA,T,61090,65490,36590,20181021,109,109,109,365348,T401,S,1249P,,Q,O,142-10,Roosevelt Ave,,0,408,c,,YYYYYYY,,,BK,,2014,,0,01,14-No Standing,,,
8567001602,GEFF53,FL,PAS,05/15/2017,38,4DSD,INFIN,T,28990,12990,13040,20160288,112,112,112,362249,T402,G,0205P,,Q,F,63-34,Austin St,,0,408,h1,,Y,0830A,0700P,BLACK,,0,,0,32,38-Failure to Display Muni Rec,,,
8305559774,HBU3286,NY,PAS,03/13/2017,21,4DSD,NISSA,T,13880,36130,67030,20180712,0067,67,67,356958,T302,A,0814A,,K,O,2911,Avenue D,,0,408,d1,,Y,0800A,0830A,BK,,2012,,0,18,21-No Parking (street clean),,,
1406919706,34751MJ,NY,COM,10/14/2016,78,VAN,FORD,P,30630,16630,7230,20180919,0062,62,62,961002,0062,0000,1120P,,K,F,2064,CROPSEY AVE,,0,408,K6,,BBBBBBB,ALL,ALL,WHITE,0,2007,-,0,,,,,
8479566838,704LMM,FL,PAS,02/08/2017,31,2DSD,ME/BE,T,34470,10610,10810,88880088,0014,14,14,350408,T106,M,1052A,,NY,F,213,W 35th St,,0,408,l3,,YYYYY,0600A,0700P,BLACK,,0,,0,01,31-No Stand (Com. Mtr. Zone),,,
7466332298,GPN8203,NY,PAS,07/30/2016,70,SUBN,NISSA,T,59990,14290,14490,20160526,112,112,112,363505,T402,C,0738A,,Q,F,103-41,Queens Blvd,,0,408,j3,,YYYYYYY,,,GY,,2014,,0,10 4,70A-Reg. Sticker Expired (NYS),,,
8512165716,67358CG,MD,PAS,06/20/2017,21,4DSD,BMW,T,18270,10410,25390,20170088,0019,19,19,353431,T103,CC,1106A,,NY,F,16,E 64th St,,0,408,d1,,Y  Y,1100A,1230A,BLACK,,0,,0,22,21-No Parking (street clean),,,
1411686251,797800N,NJ,PAS,09/14/2016,67,SDN,FORD,P,24670,53964,14280,20160828,0069,69,69,936238,0069,0000,1002A,,K,F,1568,CANARSIE RD,,0,408,C3,,BBBBBBB,ALL,ALL,BLUE,0,2008,-,0,,,,,
8358018617,669FB8,MA,PAS,10/19/2016,21,SUBN,SUBAR,T,69330,5680,5780,88880888,0078,78,78,363066,T302,B,1142A,,K,O,90,Park Pl,,0,408,d1,,Y,1130A,0100P,BLUE,,0,,0,59 3,21-No Parking (street clean),,,
8564603070,HLB4471,NY,PAS,05/25/2017,37,SUBN,FORD,T,51090,26590,26690,20181128,105,105,105,363468,T402,P,0636P,0630P,Q,F,215-39,Jamaica Ave,,0,408,h1,,Y,0800A,0700P,GY,,2002,430-3023,0,O,37-Expired Muni Meter,,,
8434518089,HJF2483,NY,PAS,09/01/2016,38,SUBN,BMW,T,11710,35610,35630,20171123,0024,24,24,352070,T103,C,0524P,,NY,O,666,Amsterdam Ave,,0,408,h1,,Y,0900A,0700P,WH,,2015,,0,54 7,38-Failure to Display Muni Rec,,,
8498260073,4N19H,NY,OMT,05/08/2017,24,TAXI,TOYOT,T,0,0,0,20170831,0018,18,18,363082,T506,A,1032A,,NY,F,1301,6th Ave,,0,408,d5,,YYYYYYY,,,YW,,2013,,0,01,24-No Parking (exc auth veh),,,
5093239513,S25GVE,NJ,PAS,08/27/2016,7,4 DR,TOYOT,V,0,0,0,0,,0,0,0,,,1046P,,QN,,,WOODHAVEN BLVD (N/B),@ ROCKAWAY BLVD,0,1111,D,T,,,,BL,,2005,,0,,FAILURE TO STOP AT RED LIGHT,,,
4631138520,FRA1325,NY,PAS,03/01/2017,36,SUBN,NISSA,V,0,0,0,0,,0,0,0,,,1214P,,QN,,,WB QUEENS BLVD @ 56T,H ST,0,1180,B,T,,,,BL,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8549150770,HEE6705,NY,PAS,04/18/2017,38,4DSD,INFIN,T,37030,56230,26230,20180321,0067,67,67,363148,T302,I,0510P,,K,O,393,E 51st St,,0,408,h1,,Y,0900A,0700P,TN,,2006,,0,48,38-Failure to Display Muni Rec,,,
1415380934,15509TR,NY,TRC,01/19/2017,19,TRAC,INTER,P,64230,90730,90780,20170531,0060,60,60,927587,0060,0000,1222P,,K,F,532,NEPTUNE AVE,,0,408,C3,,BBBBBBB,ALL,ALL,RED,0,1997,-,0,,,,,
8240528818,GNN9478,NY,PAS,01/18/2017,51,SUBN,BUICK,T,33340,60820,35290,20180507,100,100,100,350334,T402,R,0134P,,Q,F,309,Beach 97th St,,0,408,e3,,,,,BLACK,,2015,,0,V,51-Sidewalk,,,
8147578118,GPJ9665,NY,PAS,12/09/2016,21,SUBN,JEEP,T,93530,90330,46730,20180421,0083,83,83,350410,T301,O,1130A,,K,O,530,Wilson Ave,,0,408,d1,,Y  Y,1100A,1230A,BK,,2014,,0,CC2,21-No Parking (street clean),,,
7660634409,90253MA,NY,COM,09/20/2016,20,PICK,TOYOT,T,10410,10410,25390,20180930,0019,19,19,354212,T103,G,1112A,1035A,NY,F,1016,5th Ave,,20160920,408,d,,YYYYYYY,0700A,0700P,SILVE,,2012,,0,08 7,20-No Parking (Com Plate),,,
8485674340,33608MG,NY,COM,06/10/2017,69,REFG,HIN,T,10810,34550,34570,20171031,0014,14,14,345063,T106,D,0718A,,NY,F,606,8th Ave,,0,408,h1,,Y,0700A,0700P,WH,,2015,,0,33,69-Failure to Disp Muni Recpt,,,
8542503545,HKP2076,NY,PAS,05/01/2017,40,SUBN,CHEVR,T,8880,6480,6580,20181102,0066,66,66,355614,T302,A,1245P,,K,F,1405,46th St,,0,408,e2,,YYYYYYY,,,GY,,2016,,0,01,40-Fire Hydrant,,,
8480225180,69382MH,NY,COM,05/30/2017,69,VAN,FORD,T,34830,0,0,20180131,0018,18,18,363948,T106,O,0154P,,NY,I,S,W 53rd St,200ft E/of 6th Ave,0,408,h1,,YYYYY,0700A,0600P,BK,,2008,,0,31,69-Failure to Disp Muni Recpt,,,
4628707145,GZZ7276,NY,PAS,12/22/2016,36,SUBN,CHEVR,V,0,0,0,0,,0,0,0,,,0908A,,BK,,,NB CONEY ISLAND AVE,@ LOCUST AVE,0,1180,B,T,,,,BK,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
7003933561,GLY4061,NY,PAS,10/10/2016,38,SUBN,TOYOT,T,57790,44790,53990,20180202,109,109,109,358124,T401,H,1143A,,Q,F,137-11,Northern Blvd,,0,408,h1,,Y,0700A,0700P,BK,,2015,,0,04 4,38-Failure to Display Muni Rec,,,
8479255407,75075JX,NY,COM,01/06/2017,69,VAN,CHEVR,T,34890,10510,39,88888888,0018,18,18,351207,T106,M,1232P,,NY,F,112,W 56th St,,0,408,h1,,YYYYY,0700A,0600P,WHITE,,2007,,0,03,69-Failure to Disp Muni Recpt,,,
8302534043,88332MC,NY,COM,09/29/2016,21,VAN,DODGE,T,35390,14510,15710,20171231,0020,20,20,357097,T103,J,1115A,,NY,F,35,W 81st St,,0,408,d1,,Y  Y,1100A,1230A,WH,,2014,,0,48 7,21-No Parking (street clean),,,
5094548578,GWF5897,NY,PAS,12/01/2016,7,SUBN,LEXUS,V,0,0,0,0,,0,0,0,,,0500A,,QN,,,KISSENA BLVD (S/B) @,BOOTH MEMORIAL AVE,0,1111,D,T,,,,WH,,2015,,0,,FAILURE TO STOP AT RED LIGHT,,,
8538310379,CBJ9223,NY,PAS,04/28/2017,21,SUBN,PLYMO,T,83430,73110,50930,20181119,0081,81,81,345440,T301,Y,1010A,,K,F,100,Sumpter St,,0,408,d1,,Y  Y,0900A,1030A,BL,,1994,,0,CC2,21-No Parking (street clean),,,
8563604569,GFG1967,NY,PAS,06/10/2017,40,SUBN,NISSA,T,19840,19600,53790,20180420,106,106,106,363534,T803,AA,0309A,,Q,F,103-45,105th St,,0,408,e2,,YYYYYYY,,,GY,,2009,,0,H,40-Fire Hydrant,,,
7812187688,FPS4738,NY,PAS,08/29/2016,37,SUBN,ROVER,T,54050,28830,35330,20170801,0061,61,61,363495,T302,R,0319P,0305P,K,O,1123,Kings Hwy,,0,408,h1,,Y,0830A,0700P,WH,,2014,305-3050,0,03 3,37-Expired Muni Meter,,,
8491905893,ENU7303,NY,PAS,01/31/2017,70,SUBN,HONDA,T,67030,14130,14180,20170127,0063,63,63,363066,T302,B,0841A,,K,O,2501,Nostrand Ave,,0,408,j3,,YYYYYYY,,,GY,,2004,,0,11,70A-Reg. Sticker Expired (NYS),,,
7412948581,AF17455,CT,PAS,10/27/2016,20,SUBN,JEEP,T,53620,22240,32320,88880088,0044,44,44,354094,T801,A,1135P,,BX,F,1534,Nelson Ave,,0,408,d,,YYYYYYY,,,BLACK,,0,,0,G 21,20A-No Parking (Non-COM),,,
8560201154,GXR6849,NY,PAS,05/06/2017,71,4DSD,NISSA,T,0,0,0,20170506,0068,68,68,363119,T302,K,0100P,,K,F,6709,5th Ave,,0,408,j6,,YYYYYYY,,,WHITE,,2015,,0,21,71A-Insp Sticker Expired (NYS),,,
7170190620,DFW5315,NY,PAS,08/04/2016,71,SUBN,ME/BE,T,70276,18510,18510,20170525,123,123,123,361121,T303,M,0811A,,R,F,384,Rolling Hill Green,,0,408,j6,,YYYYYYY,,,BK,,2005,,0,A-AM,71A-Insp Sticker Expired (NYS),,,
8090518412,89953JV,NY,COM,02/06/2017,51,PICK,FORD,T,6440,0,0,88888888,114,114,114,358574,T401,X,1058A,,Q,I,S,20th Ave,45ft W/of 26th St,0,408,e3,,,,,WHITE,,2006,,0,52-A,51-Sidewalk,,,
8518020451,HLV7329,NY,PAS,05/13/2017,37,4DSD,TOYOT,T,18370,24890,10210,20190322,0019,19,19,363143,T103,Q,1123A,1100A,NY,O,169,E 69th St,,0,408,h1,,Y,0900A,0700P,BL,,2004,107-4885,0,14,37-Expired Muni Meter,,,
1410780806,JTD0143,PA,PAS,08/05/2016,21,SUBN,MERCU,S,83730,72030,53935,0,0073,73,0,540133,KN16,0000,0910A,,K,F,429,SUTTER AVE,,0,408,D1,,BYBBYBB,0900A,1030A,SILVE,0,0,-,0,,,,,
